Name,Slug,Homepage,Short Description,Price Text,Pricing,Categories,Verified,Favorite Count,Updated At,text
Leonardo.AI,leonardoai,https://leonardo.ai/,Leverage generative AI with a unique suite of tools to convey your ideas to the world.,,Freemium,"image generator, image to image",True,1,2025-04-11,"Leonardo.AI — Leverage generative AI with a unique suite of tools to convey your ideas to the world. | image generator, image to image | Freemium | https://leonardo.ai/"
Automagically,automagically,https://automagically.club/,Community for Marketers to experiment with AI,,Free,resources,False,0,2023-07-28,Automagically — Community for Marketers to experiment with AI | resources | Free | https://automagically.club/
Salesforge,salesforge,https://www.salesforge.ai/,All-inclusive sales App for Sales Teams to Help Them Meet Their Goals,44/mo.,Paid,"sales, email assistant",False,0,2023-07-28,"Salesforge — All-inclusive sales App for Sales Teams to Help Them Meet Their Goals | sales, email assistant | Paid | https://www.salesforge.ai/"
BizzArt,bizzart,https://shushantlakhyani.gumroad.com/l/bizzart,Ideas for your next AI business with the help of BizzArt,,Free,fun tools,False,0,2023-07-28,BizzArt — Ideas for your next AI business with the help of BizzArt | fun tools | Free | https://shushantlakhyani.gumroad.com/l/bizzart
Dumm-E,dumm-e,https://dumm-e.net/,Dumm-E gives you Wrong Answers to Everything,,Free,fun tools,False,0,2023-07-28,Dumm-E — Dumm-E gives you Wrong Answers to Everything | fun tools | Free | https://dumm-e.net/
Helper AI,helper-ai-gpt-4,https://iideaman.gumroad.com/l/helperai,Use Gpt-4 on Any Website to Boost Your Productivity,29,Paid,developer tools,False,0,2023-07-28,Helper AI — Use Gpt-4 on Any Website to Boost Your Productivity | developer tools | Paid | https://iideaman.gumroad.com/l/helperai
GPTAutoBot,gptautobot,https://gptautobot.com/,Write automatically with AI ChatGPT,,Free,general writing,False,0,2023-07-28,GPTAutoBot — Write automatically with AI ChatGPT | general writing | Free | https://gptautobot.com/
Name Generator,name-generator,https://namegeneratorplus.com/,Name Generator is a user-friendly tool that generates unique and attractive names based on your provided keywords.,4.99/mo.,Free,"fun tools, prompts",False,0,2023-07-28,"Name Generator — Name Generator is a user-friendly tool that generates unique and attractive names based on your provided keywords. | fun tools, prompts | Free | https://namegeneratorplus.com/"
ChatGPT Search Plugin,chatgpt-search-plugin,https://openai.pigro.ai/,Intelligent document indexing services for smarter answers,,Contact for Pricing,"transcriber, productivity",False,0,2023-07-28,"ChatGPT Search Plugin — Intelligent document indexing services for smarter answers | transcriber, productivity | Contact for Pricing | https://openai.pigro.ai/"
YC Funding Assistant,yc-funding-assistant,https://app.sttabot.io/bot/yc-funding-assistant/,YC Funding Assistant to answer all your startup & funding related questions.,,Free,"startup tools, research",False,0,2023-07-28,"YC Funding Assistant — YC Funding Assistant to answer all your startup & funding related questions. | startup tools, research | Free | https://app.sttabot.io/bot/yc-funding-assistant/"
DYORAI: Your Personal Crypto Research Assistant,dyorai-your-personal-crypto-research-assistant,https://dyorai.com/,"DYORAI is an innovative technology-driven company that provides cutting-edge AI-powered crypto management and analysis services to investors. The acronym ""DYOR"" stands for ""Do Your Own Research,"" reflecting the company's core value of empowering individuals to make informed investment decisions through comprehensive research and analysis.",,Free Trial,finance,False,0,2023-07-28,"DYORAI: Your Personal Crypto Research Assistant — DYORAI is an innovative technology-driven company that provides cutting-edge AI-powered crypto management and analysis services to investors. The acronym ""DYOR"" stands for ""Do Your Own Research,"" reflecting the company's core value of empowering individuals to make informed investment decisions through comprehensive research and analysis. | finance | Free Trial | https://dyorai.com/"
Conker.ai,conkerai,https://conker.ai/,Offers the fastest tool to create quizzes and formative assessments,,Free,"general writing, education assistant",False,0,2023-07-28,"Conker.ai — Offers the fastest tool to create quizzes and formative assessments | general writing, education assistant | Free | https://conker.ai/"
TranquilFibroids,tranquilfibroids,https://tranquilfibroids.mixo.io/,Find Relief Through Guided Meditation and Relaxation Techniques,,Free,healthcare,False,0,2023-07-28,TranquilFibroids — Find Relief Through Guided Meditation and Relaxation Techniques | healthcare | Free | https://tranquilfibroids.mixo.io/
ThunderChatAI,thunderchatai,https://thunderaichat.com/,Structure your Personal Workflow with ThunderChatAI for macOS,30/mo.,Paid,productivity,False,0,2023-07-28,ThunderChatAI — Structure your Personal Workflow with ThunderChatAI for macOS | productivity | Paid | https://thunderaichat.com/
Gatherly AI,gatherly-ai,https://www.gatherly.io/,"Gatherly AI lets you Socialize and Meet New People, just like IRL",500/mo.,Free Trial,"fun tools, experiments",False,0,2023-07-28,"Gatherly AI — Gatherly AI lets you Socialize and Meet New People, just like IRL | fun tools, experiments | Free Trial | https://www.gatherly.io/"
KrockIO,krockio,https://krock.io/,AI for Creative Collaboration and Video Review,15/mo.,Free Trial,video editing,False,0,2023-07-28,KrockIO — AI for Creative Collaboration and Video Review | video editing | Free Trial | https://krock.io/
FeedBird,feedbird,https://feedbird.io/,"Tool for creating, planning, and scheduling LinkedIn content",,Contact for Pricing,social media assistant,False,0,2023-07-28,"FeedBird — Tool for creating, planning, and scheduling LinkedIn content | social media assistant | Contact for Pricing | https://feedbird.io/"
Builder.io,builderio,https://www.builder.io/,Leverage AI to generate Your Business Website today,99/mo.,Paid,developer tools,False,0,2023-07-28,Builder.io — Leverage AI to generate Your Business Website today | developer tools | Paid | https://www.builder.io/
MediCodio,medicodio,https://medicodio.com/,Increase the Efficiency of your Medical Coding by Automating Workflows,,Contact for Pricing,"code assistant, healthcare",False,0,2023-07-28,"MediCodio — Increase the Efficiency of your Medical Coding by Automating Workflows | code assistant, healthcare | Contact for Pricing | https://medicodio.com/"
Phot.ai,photai,https://www.phot.ai/,Next Gen AI Photo Editing & Visual Design Platform,4.75/mo.,Freemium,image editing,False,0,2023-07-28,Phot.ai — Next Gen AI Photo Editing & Visual Design Platform | image editing | Freemium | https://www.phot.ai/
Genie - Figma,genie-figma,https://genie.framer.website/,Simplify Your Design and Content Creation Process,5/mo.,Freemium,design assistant,False,0,2023-07-28,Genie - Figma — Simplify Your Design and Content Creation Process | design assistant | Freemium | https://genie.framer.website/
TripTip,triptip,https://app.asktriptip.com/,"Get ideas on where to eat, what to do, and where to go next",,Free,,False,0,2023-07-28,"TripTip — Get ideas on where to eat, what to do, and where to go next |  | Free | https://app.asktriptip.com/"
Rewriteit AI,rewriteit-ai,https://rewriteit.ai/,Rewrite with Confidence: Enhance Your Writing with AI Technology,,Free,"general writing, paraphraser",False,0,2023-07-28,"Rewriteit AI — Rewrite with Confidence: Enhance Your Writing with AI Technology | general writing, paraphraser | Free | https://rewriteit.ai/"
GAJIX ,gajix,https://gajix.com/,Personal AI Learning Assistant for all your educational needs,7.99/mo.,Free Trial,education assistant,False,0,2023-07-28,GAJIX  — Personal AI Learning Assistant for all your educational needs | education assistant | Free Trial | https://gajix.com/
ProductiveGPT,productivegpt,https://productivegpt.vercel.app/,Your AI-Powered Personal Productivity Tool,,Free,productivity,False,0,2023-07-28,ProductiveGPT — Your AI-Powered Personal Productivity Tool | productivity | Free | https://productivegpt.vercel.app/
AskMidjourney,ask-midjourney,https://app.sttabot.io/bot/ask-midjourney/,Ask any question related to Midjourney,,Free,resources,False,0,2023-07-28,AskMidjourney — Ask any question related to Midjourney | resources | Free | https://app.sttabot.io/bot/ask-midjourney/
Konjer,konjer,https://www.konjer.xyz/,Connect with books through Konjer,,Free,education assistant,False,0,2023-07-28,Konjer — Connect with books through Konjer | education assistant | Free | https://www.konjer.xyz/
Godmode,godmode,https://godmode.space/,A tool with a visual interface to interact with ChatGPT language model ,,Free,life assistant,False,0,2023-07-28,Godmode — A tool with a visual interface to interact with ChatGPT language model  | life assistant | Free | https://godmode.space/
ResumeCheck,resume-check,https://resumecheck.net,"Use AI to enhance your CV, eliminate errors, and stand out from the crowd",7.90,Freemium,life assistant,False,0,2023-07-28,"ResumeCheck — Use AI to enhance your CV, eliminate errors, and stand out from the crowd | life assistant | Freemium | https://resumecheck.net"
Upstream AI,upstream-ai,https://upstreamapi.com/,Simplifies content creation by running GPT on any website,24/mo.,Freemium,"general writing, productivity",False,0,2023-07-28,"Upstream AI — Simplifies content creation by running GPT on any website | general writing, productivity | Freemium | https://upstreamapi.com/"
Trudo,trudo,https://www.trudo.ai/,Developing Open AI Apps with No-Code with Trudo,49/mo.,Paid,low-code/no-code,False,0,2023-07-28,Trudo — Developing Open AI Apps with No-Code with Trudo | low-code/no-code | Paid | https://www.trudo.ai/
Seashore.AI,seashoreai,https://www.seashore.ai/,Seashore helps streamline Sales & Customer Service Operations ,22/mo.,Free Trial,"sales, customer support",False,0,2023-07-28,"Seashore.AI — Seashore helps streamline Sales & Customer Service Operations  | sales, customer support | Free Trial | https://www.seashore.ai/"
Skinive,skinive,https://skinive.com/,AI-based Dermatology tool for Complete Skin Analysis,10/mo.,Free Trial,healthcare,False,0,2023-07-28,Skinive — AI-based Dermatology tool for Complete Skin Analysis | healthcare | Free Trial | https://skinive.com/
InterestedinAI,ai-content-detector-tool,https://www.interestedinai.com/ai-content-detector-tool,Detect any AI-generated text with this free Tool,,Free,general writing,False,0,2023-07-28,InterestedinAI — Detect any AI-generated text with this free Tool | general writing | Free | https://www.interestedinai.com/ai-content-detector-tool
AnalyzGPT,analyzgpt-demo,https://app.sttabot.io/bot/analyzgpt-demo/,Read x-ray reports with the help of generative AI and computer vision,,Free,healthcare,False,0,2023-07-28,AnalyzGPT — Read x-ray reports with the help of generative AI and computer vision | healthcare | Free | https://app.sttabot.io/bot/analyzgpt-demo/
Lootgod,lootgod,https://lootgod.com/,AI Generative Full E-commerce Marketplace ,0.99,Free Trial,"e-commerce, image generator",False,0,2023-07-28,"Lootgod — AI Generative Full E-commerce Marketplace  | e-commerce, image generator | Free Trial | https://lootgod.com/"
Superpower ChatGPT,superpower-chatgpt,https://chrome.google.com/webstore/detail/superpower-chatgpt/amhmeenmapldpjdedekalnfifgnpfnkc,Use additional features with ChatGPT,,Free,"productivity, prompts",False,0,2023-07-28,"Superpower ChatGPT — Use additional features with ChatGPT | productivity, prompts | Free | https://chrome.google.com/webstore/detail/superpower-chatgpt/amhmeenmapldpjdedekalnfifgnpfnkc"
ArtblastAI,artblastai,https://artblastai.com/,AI-powered image generator that transforms images into dream-like art,2,Freemium,image generator,False,0,2023-07-28,ArtblastAI — AI-powered image generator that transforms images into dream-like art | image generator | Freemium | https://artblastai.com/
Fotor,ai-face-generater,https://www.fotor.com/features/ai-face-generator/,Create fully customizable unique AI-generated faces with Fotor,8.99/mo.,Free Trial,image generator,False,0,2023-07-28,Fotor — Create fully customizable unique AI-generated faces with Fotor | image generator | Free Trial | https://www.fotor.com/features/ai-face-generator/
LitGrades,litgrades-ai-powered-flashcard-generator,https://litgrades.com/,AI flashcards for students. Browse or create for any topic,,Free,education assistant,False,0,2023-07-28,LitGrades — AI flashcards for students. Browse or create for any topic | education assistant | Free | https://litgrades.com/
DDT,ddt,https://app.brancher.ai/2c77e3d7-f238-41ac-abd7-1c0594a55ea2,Honest AI for unbiased opinions.,10/mo.,Freemium,life assistant,False,0,2023-07-28,DDT — Honest AI for unbiased opinions. | life assistant | Freemium | https://app.brancher.ai/2c77e3d7-f238-41ac-abd7-1c0594a55ea2
Newtype AI,newtype-ai,https://newtype.ai/,Get your Anime Character Mashup in a Single click,[],Free,"image generator, avatars",False,0,2023-07-28,"Newtype AI — Get your Anime Character Mashup in a Single click | image generator, avatars | Free | https://newtype.ai/"
FitForge,fitforge,https://fitforge.me/,FitForge offers customised AI workout plans for your fitness goals,,Free,,False,0,2023-07-28,FitForge — FitForge offers customised AI workout plans for your fitness goals |  | Free | https://fitforge.me/
Glarity,glarity,https://glarity.app/,"Glarity, a free browser extension that summarizes info in search results",,Free,productivity,False,0,2023-07-28,"Glarity — Glarity, a free browser extension that summarizes info in search results | productivity | Free | https://glarity.app/"
AIGIFY,aigify,https://aigify.com/,Instantly create eye-catching GIFs with AIGIFYAI,1,Paid,"image generator, art",False,0,2023-07-28,"AIGIFY — Instantly create eye-catching GIFs with AIGIFYAI | image generator, art | Paid | https://aigify.com/"
Autoblocks AI,autoblocks-ai,https://www.autoblocks.ai/,Help identify and fix errors in AI-generated outputs.,,Contact for Pricing,developer tools,False,0,2023-07-28,Autoblocks AI — Help identify and fix errors in AI-generated outputs. | developer tools | Contact for Pricing | https://www.autoblocks.ai/
GrammarGPT,grammar-gpt,https://www.grammar-gpt.com/,Writing Companion that gives Editing and Real-time Suggestions,,Free,copywriting,False,0,2023-07-28,GrammarGPT — Writing Companion that gives Editing and Real-time Suggestions | copywriting | Free | https://www.grammar-gpt.com/
MapDeduce,mapdeduce,https://mapdeduce.com/,AI-powered Document Comprehension Made Easy ,,Free,productivity,False,0,2023-07-28,MapDeduce — AI-powered Document Comprehension Made Easy  | productivity | Free | https://mapdeduce.com/
Furwee,furwee,https://www.furwee.ai/,Furwee makes learning fun and easy for kids with AI conversational tutoring,,Free,education assistant,False,0,2023-07-28,Furwee — Furwee makes learning fun and easy for kids with AI conversational tutoring | education assistant | Free | https://www.furwee.ai/
Crear.ai,crear-ai,https://www.crear.ai/,"Write better content, faster with Crear.ai's AI assistant",12/mo.,Freemium,copywriting,False,0,2023-07-28,"Crear.ai — Write better content, faster with Crear.ai's AI assistant | copywriting | Freemium | https://www.crear.ai/"
Amazon Bedrock,amazon-bedrock,https://aws.amazon.com/bedrock/,Access a range of foundation models from leading startups and Amazon,,Contact for Pricing,developer tools,False,0,2023-07-28,Amazon Bedrock — Access a range of foundation models from leading startups and Amazon | developer tools | Contact for Pricing | https://aws.amazon.com/bedrock/
Sketchar,sketchar,https://sketchar.io/,Art learning app that's changing how people learn creative skills,8.76/week,Freemium,"education assistant, art",False,0,2023-07-28,"Sketchar — Art learning app that's changing how people learn creative skills | education assistant, art | Freemium | https://sketchar.io/"
Autory.ai,autoryai,https://autory.ai/,Increase productivity with no-code and GPT-3,,Free,"productivity, low-code/no-code",False,1,2023-07-28,"Autory.ai — Increase productivity with no-code and GPT-3 | productivity, low-code/no-code | Free | https://autory.ai/"
Nova AI,nova-ai,https://wearenova.ai/,Nova AI. Creative studio is designed to make video editing simple for you,10/mo.,Freemium,video editing,False,0,2023-07-28,Nova AI — Nova AI. Creative studio is designed to make video editing simple for you | video editing | Freemium | https://wearenova.ai/
StyleMyRide.AI,style-my-ride,https://stylemyride.ai/,Revamp your car's style with the power of AI,2.99,Paid,"image generator, design assistant",False,0,2023-07-28,"StyleMyRide.AI — Revamp your car's style with the power of AI | image generator, design assistant | Paid | https://stylemyride.ai/"
Jife,jife,https://jife.com/,Japanese Interior Design generator Powered by AI.,11/mo.,Freemium,"image generator, design assistant",False,0,2023-07-28,"Jife — Japanese Interior Design generator Powered by AI. | image generator, design assistant | Freemium | https://jife.com/"
Conju,conju,https://conju.ai/,Conju: Build No-Code AI Apps in a Snap,15/mo.,Freemium,"low-code/no-code, developer tools",False,0,2023-07-28,"Conju — Conju: Build No-Code AI Apps in a Snap | low-code/no-code, developer tools | Freemium | https://conju.ai/"
Qakaa,qakaa,https://qakaa.com/,Qakaa is a modern marketplace for trading customized AI-created content,,Paid,"e-commerce, social media assistant",False,0,2023-07-28,"Qakaa — Qakaa is a modern marketplace for trading customized AI-created content | e-commerce, social media assistant | Paid | https://qakaa.com/"
Miniapps.ai,miniappsai,https://miniapps.ai/,"Easily create, use and share AI-powered applications for free",,Freemium,fun tools,False,0,2023-07-28,"Miniapps.ai — Easily create, use and share AI-powered applications for free | fun tools | Freemium | https://miniapps.ai/"
Content Generator,content-generator,https://icerik.ekayazilim.com.tr/,Create original and compelling content to boost conversions.,,Free,copywriting,False,0,2023-07-28,Content Generator — Create original and compelling content to boost conversions. | copywriting | Free | https://icerik.ekayazilim.com.tr/
SeoTools ,seo-tools,https://seoanaliz.ekayazilim.com.tr/,Improve website health and performance with SEO reports and tools.,,Free,SEO,False,0,2023-07-28,SeoTools  — Improve website health and performance with SEO reports and tools. | SEO | Free | https://seoanaliz.ekayazilim.com.tr/
iAsk.AI,askai,https://iask.ai/,"AI search engine that focuses on objectivity, factual data, and reduced bias.",,Free,search engine,False,0,2023-07-28,"iAsk.AI — AI search engine that focuses on objectivity, factual data, and reduced bias. | search engine | Free | https://iask.ai/"
SpotGPT,spotgpt,https://www.spotgpt.app/,Use ChatGPT on any Website,20,Paid,developer tools,False,0,2023-07-28,SpotGPT — Use ChatGPT on any Website | developer tools | Paid | https://www.spotgpt.app/
iChatWithGPT,ichatwithgpt,https://ichatwithgpt.com/,"Your favorite AI assistant, just an iMessage away.",,Free,"productivity, life assistant",False,1,2023-07-28,"iChatWithGPT — Your favorite AI assistant, just an iMessage away. | productivity, life assistant | Free | https://ichatwithgpt.com/"
2AI,2ai,https://2ai.app/,"Simple, Modern, Fast template driven content writer and powerful text to image generator ",,Free,"social media assistant, copywriting",False,0,2023-07-28,"2AI — Simple, Modern, Fast template driven content writer and powerful text to image generator  | social media assistant, copywriting | Free | https://2ai.app/"
CodeBaby,codebaby,https://codebaby.com/,AI-powered Avatars for Enhanced Customer Experience,30/month,Free Trial,"customer support, avatars, 3D",False,0,2023-07-28,"CodeBaby — AI-powered Avatars for Enhanced Customer Experience | customer support, avatars, 3D | Free Trial | https://codebaby.com/"
Muse.ai,museai,https://muse.ai/,Next-gen video platform with AI-powered content search and an AI assistant.,,Freemium,"transcriber, search engine, video generator",False,0,2023-07-28,"Muse.ai — Next-gen video platform with AI-powered content search and an AI assistant. | transcriber, search engine, video generator | Freemium | https://muse.ai/"
Ask Experts AI,ask-experts-ai,https://www.askexperts.ai/,Ask any question you have to a team of AI Experts!,,Free,"social media assistant, life assistant, email assistant",False,0,2023-07-28,"Ask Experts AI — Ask any question you have to a team of AI Experts! | social media assistant, life assistant, email assistant | Free | https://www.askexperts.ai/"
Wonder Worker,wonder-worker,https://wonderworker.ai/,Use ChatGPT collaboratively directly in slack,99,Paid,productivity,False,0,2023-07-28,Wonder Worker — Use ChatGPT collaboratively directly in slack | productivity | Paid | https://wonderworker.ai/
MindMate,mindmate,https://mindmate.tech/,Your Personal AI-Powered Mental Health Companion,,Free,healthcare,False,0,2023-07-28,MindMate — Your Personal AI-Powered Mental Health Companion | healthcare | Free | https://mindmate.tech/
Review Hero AI,review-hero-ai,https://chrome.google.com/webstore/detail/review-hero-amazon-produc/oolcapmkeabkpnebkpdmdkfhokbjmien,Hero AI's Chrome extension summarises Amazon reviews.,,Free,"e-commerce, general writing",False,0,2023-07-28,"Review Hero AI — Hero AI's Chrome extension summarises Amazon reviews. | e-commerce, general writing | Free | https://chrome.google.com/webstore/detail/review-hero-amazon-produc/oolcapmkeabkpnebkpdmdkfhokbjmien"
Adline,adline,https://adline.com/,Adline's multichannel approach increases brand reach and engagement.,15/mo.,Free Trial,social media assistant,False,0,2023-07-28,Adline — Adline's multichannel approach increases brand reach and engagement. | social media assistant | Free Trial | https://adline.com/
Deep.Image,image-enhancer,https://deep-image.ai/,Image enhancement made easy with Deep.Image,9/mo.,Free Trial,image editing,False,0,2023-07-28,Deep.Image — Image enhancement made easy with Deep.Image | image editing | Free Trial | https://deep-image.ai/
StoryPear,storypear-create,https://storypear.com/,StoryPear lets you generate instant stories in just a few clicks using AI,,Free,"story teller, fun tools",False,0,2023-07-28,"StoryPear — StoryPear lets you generate instant stories in just a few clicks using AI | story teller, fun tools | Free | https://storypear.com/"
Turnitin,turnitin,https://www.turnitin.com/,Safeguard academic integrity with an AI writing detection,,Contact for Pricing,education assistant,False,0,2023-07-28,Turnitin — Safeguard academic integrity with an AI writing detection | education assistant | Contact for Pricing | https://www.turnitin.com/
OurBabyAI,ourbabyai,https://ourbabyai.com/,Get a glimpse of your future baby through AI-generated photos,14.97,Paid,image generator,False,0,2023-07-28,OurBabyAI — Get a glimpse of your future baby through AI-generated photos | image generator | Paid | https://ourbabyai.com/
Kreateable,kreateable,https://www.kreateable.com/,It is an online graphic design tool that uses generative AI technology to create powerful designs.,3.99/mo,Freemium,"design assistant, logo generator",False,0,2025-04-23,"Kreateable — It is an online graphic design tool that uses generative AI technology to create powerful designs. | design assistant, logo generator | Freemium | https://www.kreateable.com/"
SpiritMe,spiritme,https://spiritme.tech/,Instant video production with digital avatars,15/mo,Free Trial,"video generator, personalized videos, avatars",False,0,2023-07-28,"SpiritMe — Instant video production with digital avatars | video generator, personalized videos, avatars | Free Trial | https://spiritme.tech/"
UpworkCoverLetter,smartcover,https://www.upworkcoverletter.com/,Create Custom cover letters that match Upwork Job Descriptions,17/mo.,Free Trial,general writing,False,0,2023-07-28,UpworkCoverLetter — Create Custom cover letters that match Upwork Job Descriptions | general writing | Free Trial | https://www.upworkcoverletter.com/
NarrationBox,narration-box,https://narrationbox.com/,"Narration Box creates voiceovers, audiobooks, and podcasts with AI voices.",9.99/mo.,Free Trial,text to speech,False,0,2023-07-28,"NarrationBox — Narration Box creates voiceovers, audiobooks, and podcasts with AI voices. | text to speech | Free Trial | https://narrationbox.com/"
Blogcast™,blogcast,https://blogcast.host/," AI-powered diverse voices and languages, with no recording.",8/mo.,Free Trial,text to speech,False,0,2023-07-28,"Blogcast™ —  AI-powered diverse voices and languages, with no recording. | text to speech | Free Trial | https://blogcast.host/"
Voicemod Text to Song,text-to-song,https://www.voicemod.net/text-to-song,"Select styles and instruments, set tempo, key, and dynamics using AI",,Free Trial,"text to speech, music",False,0,2023-07-28,"Voicemod Text to Song — Select styles and instruments, set tempo, key, and dynamics using AI | text to speech, music | Free Trial | https://www.voicemod.net/text-to-song"
Flight Path,flight-path,https://flight-path.io/,Utilize Flight Path to improve your Twitter impact with AI tweet generation,9.99/mo.,Free Trial,social media assistant,False,0,2023-07-28,Flight Path — Utilize Flight Path to improve your Twitter impact with AI tweet generation | social media assistant | Free Trial | https://flight-path.io/
RiteBot ,ritebot,https://ritebot.thesamur.ai/,Experience Cutting-Edge AI Tools for Writing with RiteBot ,,Free,"copywriting, paraphraser",False,0,2023-07-28,"RiteBot  — Experience Cutting-Edge AI Tools for Writing with RiteBot  | copywriting, paraphraser | Free | https://ritebot.thesamur.ai/"
Mini.Course,ai-course-creator-by-mini-course-generator,https://minicoursegenerator.com/ai-assistant/,Effortlessly Create Courses with Mini Course Generator,9/mo.,Freemium,education assistant,False,0,2023-07-28,Mini.Course — Effortlessly Create Courses with Mini Course Generator | education assistant | Freemium | https://minicoursegenerator.com/ai-assistant/
Wesearch,weserch,https://app.sttabot.io/tool/wesearch/,Make Market Research Effortless with Wesearch's Simplified Tool,,Free,research,False,0,2023-07-28,Wesearch — Make Market Research Effortless with Wesearch's Simplified Tool | research | Free | https://app.sttabot.io/tool/wesearch/
Silatus,silatus,https://silatus.com/,Generate detailed Technical and Business Documents in Seconds,1/10k Chars,Free Trial,general writing,False,0,2023-07-28,Silatus — Generate detailed Technical and Business Documents in Seconds | general writing | Free Trial | https://silatus.com/
Iterate.World,iterateworld,https://iterate.world/,"Discover visual ideas with Iterate, an AI-driven artist",[],Free,image generator,False,0,2023-07-28,"Iterate.World — Discover visual ideas with Iterate, an AI-driven artist | image generator | Free | https://iterate.world/"
CollovGPT,collovgpt,https://gpt.collov.com/,Experience the future of interior design with this generative-AI solution.,19.99/mo.,Free Trial,design assistant,False,0,2023-07-28,CollovGPT — Experience the future of interior design with this generative-AI solution. | design assistant | Free Trial | https://gpt.collov.com/
FYRAN,fyran,https://fyran.site/,AI Chatbots with Digital Human Avatars & MP3 Support,8/mo,Freemium,"summarizer, productivity, customer support",False,0,2023-07-28,"FYRAN — AI Chatbots with Digital Human Avatars & MP3 Support | summarizer, productivity, customer support | Freemium | https://fyran.site/"
EasyMessage,easymessage,https://easymessage.ai/ai-generated-messages,Let AI compose personalized messages for all occasions on your behalf.,,Free,"life assistant, fun tools",False,0,2023-07-28,"EasyMessage — Let AI compose personalized messages for all occasions on your behalf. | life assistant, fun tools | Free | https://easymessage.ai/ai-generated-messages"
GPT Lab,gpt-lab,http://gptlab.streamlit.app/,Chat or build GPT-based chatbots on an all-in-one platform.,,Free,developer tools,False,1,2023-07-28,GPT Lab — Chat or build GPT-based chatbots on an all-in-one platform. | developer tools | Free | http://gptlab.streamlit.app/
Allook Script,allook-script,https://yyb.yilan.tv/ai/scenario,Experience hassle-free organisation of unlimited video storage.,1/mo.,Free Trial,startup tools,False,0,2023-07-28,Allook Script — Experience hassle-free organisation of unlimited video storage. | startup tools | Free Trial | https://yyb.yilan.tv/ai/scenario
Brain Buddy,brain-buddy,https://brain-buddy.com/,Get Personalised Tutoring with Brain Buddy's AI Technology,12.99/mo.,Freemium,education assistant,False,1,2023-07-28,Brain Buddy — Get Personalised Tutoring with Brain Buddy's AI Technology | education assistant | Freemium | https://brain-buddy.com/
Ellisense,ellisense,https://ellisense.com/,Maximise Your Trading Success with AI-Driven Global Market Analysis,14.49/mo.,Free Trial,finance,False,0,2023-07-28,Ellisense — Maximise Your Trading Success with AI-Driven Global Market Analysis | finance | Free Trial | https://ellisense.com/
These Abs Do Not Exist,these-abs-do-not-exist,https://theseabsdontexist.vercel.app/,Get Abs of Your Favourite Celebs Using AI-Generated Pictures,,Free,fun tools,False,0,2023-07-28,These Abs Do Not Exist — Get Abs of Your Favourite Celebs Using AI-Generated Pictures | fun tools | Free | https://theseabsdontexist.vercel.app/
AiChatPilot,aichatpilot,https://chrome.google.com/webstore/detail/aichatpilot/fmbanjkafaebpafddbihomoeodjgaomk,Instantly Generate Content for any Website with AiChatPilot,4.99/mo.,Paid,productivity,False,0,2023-07-28,AiChatPilot — Instantly Generate Content for any Website with AiChatPilot | productivity | Paid | https://chrome.google.com/webstore/detail/aichatpilot/fmbanjkafaebpafddbihomoeodjgaomk
MindBot,mindbot,https://poe.com/Mindbot,Get Human-Like Responses with AI Chatbot MindBot,,Freemium,"education assistant, life assistant, resources",False,0,2023-07-28,"MindBot — Get Human-Like Responses with AI Chatbot MindBot | education assistant, life assistant, resources | Freemium | https://poe.com/Mindbot"
LearnPlan,learnplan,https://learnplan-383315.uc.r.appspot.com/,Personalised syllabus creation based on user preferences.,,Free,productivity,False,0,2023-07-28,LearnPlan — Personalised syllabus creation based on user preferences. | productivity | Free | https://learnplan-383315.uc.r.appspot.com/
Replicate Codex,replicate-codex,https://www.replicatecodex.com/,"A free tool to search, filter, sort, and discover AI models",,Free,3D,False,0,2023-07-28,"Replicate Codex — A free tool to search, filter, sort, and discover AI models | 3D | Free | https://www.replicatecodex.com/"
Article Factory,article-factory,https://article-factory.com/,AI-crafted top-quality articles & photos with GPT-4 and stable diffusion,2.99/2k words,Free Trial,copywriting,False,0,2023-07-28,Article Factory — AI-crafted top-quality articles & photos with GPT-4 and stable diffusion | copywriting | Free Trial | https://article-factory.com/
TinyEinstein,tinyeinstein,https://www.tinyeinstein.ai/,"TinyEinstein: AI Marketing Manager, 10x Shopify growth boost",3/mo.,Free Trial,"e-commerce, email assistant",False,0,2023-07-28,"TinyEinstein — TinyEinstein: AI Marketing Manager, 10x Shopify growth boost | e-commerce, email assistant | Free Trial | https://www.tinyeinstein.ai/"
TypeGenie,typegenie,https://typegenie.it/,Bring the power of GPT with you to every website,13,Paid,"general writing, productivity",False,0,2023-07-28,"TypeGenie — Bring the power of GPT with you to every website | general writing, productivity | Paid | https://typegenie.it/"
Recapit News,recapit-news,https://try.recapit.xyz/r/futurepedia,Get daily Audio news briefs on your interests via WhatsApp/Telegram.,,Free,summarizer,False,0,2023-07-28,Recapit News — Get daily Audio news briefs on your interests via WhatsApp/Telegram. | summarizer | Free | https://try.recapit.xyz/r/futurepedia
Name compatibility,name-compatibility,https://spellprints.com/@shennon/name-compatibility,Reveal 3 spouse names fitting various nationalities.,4.29,Paid,fun tools,False,0,2023-07-28,Name compatibility — Reveal 3 spouse names fitting various nationalities. | fun tools | Paid | https://spellprints.com/@shennon/name-compatibility
